"","title","year","genre"
"660","A Fei jing juen",1991,"Drama"
"661","A Hunting We Will Go",1932,"Animation"
"662","A Hunting We Will Go",1932,"Comedy"
"663","A Hunting We Will Go",1932,"Short"
"664","A Is for Atom",1953,"Drama"
"665","A Is for Atom",1953,"Short"
"666","A byl li Karotin",1989,"Comedy"
"667","A cavallo della tigre",1961,"Comedy"
"668","A cavallo della tigre",2002,"Comedy"
"669","A ciascuno il suo",1967,"Drama"
"670","A esli eto lyubov?",1961,"Drama"
"671","A futura memoria: Pier Paolo Pasolini",1986,"Documentary"
"672","A galope tendido",2000,"Comedy"
"673","A la medianoche y media",1999,"Drama"
"674","A los cirujanos se les va la mano",1980,"Comedy"
"675","A los que aman",1998,"Drama"
"676","A los que aman",1998,"Romance"
"677","A mezzanotte va la ronda del piacere",1975,"Comedy"
"678","A mezzanotte va la ronda del piacere",1975,"Drama"
"679","A mi madre le gustan las mujeres",2002,"Comedy"
"680","A ruota libera",2000,"Comedy"
"681","A sega nakade?",1988,"Drama"
"682","A spasso nel tempo",1996,"Comedy"
"683","A spasso nel tempo: l'avventura continua",1997,"Comedy"
"684","A tu per tu",1984,"Comedy"
"685","A un dios desconocido",1977,"Drama"
"686","A zori zdes tikhie",1972,"Action"
"687","A+ Pollux",2002,"Romance"
"688","A, B, C... Manhattan",1997,"Drama"
"689","A-Ducking They Did Go",1939,"Comedy"
"690","A-Ducking They Did Go",1939,"Short"
"691","A-Haunting We Will Go",1966,"Animation"
"692","A-Haunting We Will Go",1942,"Comedy"
"693","A-Haunting We Will Go",1966,"Comedy"
"694","A-Haunting We Will Go",1966,"Short"
"695","A-Lad-In Bagdad",1938,"Animation"
"696","A-Lad-In Bagdad",1938,"Comedy"
"697","A-Lad-In Bagdad",1938,"Short"
"698","A-Lad-in His Lamp",1948,"Animation"
"699","A-Lad-in His Lamp",1948,"Comedy"
"700","A-Lad-in His Lamp",1948,"Short"
"701","A-Tom-inable Snowman, The",1966,"Animation"
"702","A-Tom-inable Snowman, The",1966,"Comedy"
"703","A-Tom-inable Snowman, The",1966,"Short"
"704","A.B. normal college (Todo na 'yan, kulang pa 'yun)",2003,"Comedy"
"705","A.D.3 operazione squalo bianco",1966,"Action"
"706","A.D.A.M.",1988,"Comedy"
"707","A.K.",1985,"Documentary"
"708","A.K.A. Birdseye",2002,"Comedy"
"709","A.K.A. Don Bonus",1995,"Documentary"
"710","A.N.I. 1240",2003,"Short"
"711","A.W.O.L.",1918,"Animation"
"712","A.W.O.L.",1918,"Comedy"
"713","A.W.O.L.",1918,"Short"
"714","A.k.a. Cassius Clay",1970,"Documentary"
"715","A/R andata+ritorno",2004,"Comedy"
"716","ABBA: The Movie",1977,"Documentary"
"717","ABC Africa",2001,"Documentary"
"718","ABC of Love and Sex: Australia Style, The",1978,"Comedy"
"719","ABC of Love and Sex: Australia Style, The",1978,"Documentary"
"720","ABC's of Happiness, The",2001,"Animation"
"721","ABC's of Happiness, The",2001,"Short"
"722","ABC's of Sex Education for Trainable Persons, The",1975,"Documentary"
"723","ABC's of Sex Education for Trainable Persons, The",1975,"Short"
"724","ABCD",1999,"Drama"
"725","AFI's 100 Years... 100 Movies: The Antiheroes",1998,"Documentary"
"726","AKA",2002,"Drama"
"727","AVP: Alien Vs. Predator",2004,"Action"
"728","Aa Ab Laut Chalen",1999,"Drama"
"729","Aa Ab Laut Chalen",1999,"Romance"
"730","Aa Gale Lag Jaa",1973,"Romance"
"731","Aa Okkati Adakku",1993,"Comedy"
"732","Aadmi",1968,"Romance"
"733","Aag",1948,"Romance"
"734","Aah",1953,"Drama"
"735","Aah",1953,"Romance"
"736","Aakhree Raasta",1986,"Action"
"737","Aaltra",2004,"Comedy"
"738","Aamdani Atthanni Kharcha Rupaiya",2001,"Comedy"
"739","Aan",1952,"Romance"
"740","Aan: Men at Work",2004,"Action"
"741","Aan: Men at Work",2004,"Drama"
"742","Aandhi",1975,"Drama"
"743","Aankhen",1993,"Comedy"
"744","Aankhen",2002,"Comedy"
"745","Aankhen",2002,"Drama"
"746","Aanslag, De",1986,"Drama"
"747","Aanspreker, De",1999,"Drama"
"748","Aanspreker, De",1999,"Short"
"749","Aap Ki Kasam",1974,"Drama"
"750","Aap Ki Kasam",1974,"Romance"
"751","Aapathbandavudu",1992,"Drama"
"752","Aapo",1994,"Drama"
"753","Aar Paar",1954,"Romance"
"754","Aardwolf, De",1984,"Drama"
"755","Aaron Cohen's Debt",1999,"Drama"
"756","Aaron Loves Angela",1975,"Drama"
"757","Aaron Loves Angela",1975,"Romance"
"758","Aashiq",2001,"Action"
"759","Aashiq",2001,"Comedy"
"760","Aashiq",2001,"Drama"
"761","Aashiqui",1990,"Drama"
"762","Aashiqui",1990,"Romance"
"763","Aashirwad",1968,"Drama"
"764","Aatish",1994,"Action"
"765","Aau chin",1999,"Action"
"766","Aau chin",1999,"Drama"
"767","Aau chin 2",2001,"Action"
"768","Aau dut",1997,"Action"
"769","Aau dut",1997,"Drama"
"770","Ab ins Paradies",2001,"Comedy"
"771","Abajo firmantes, Los",2003,"Comedy"
"772","Abajo firmantes, Los",2003,"Drama"
"773","Abandon",2002,"Drama"
"774","Abandonadas, Las",1945,"Drama"
"775","Abar Aranye",2003,"Drama"
"776","Abashiri Bangaichi",1965,"Drama"
"777","Abba Ganuv",1988,"Comedy"
"778","Abba Ganuv",1988,"Drama"
"779","Abba Ganuv II",1989,"Comedy"
"780","Abba Ganuv II",1989,"Drama"
"781","Abba Ganuv III",1991,"Drama"
"782","Abbasso la ricchezza!",1946,"Drama"
"783","Abbiamo solo fatto l'amore",1998,"Comedy"
"784","Abbott and Costello Go to Mars",1953,"Comedy"
"785","Abbott and Costello Meet Captain Kidd",1952,"Comedy"
"786","Abbott and Costello Meet Dr. Jekyll and Mr. Hyde",1953,"Comedy"
"787","Abbott and Costello Meet the Invisible Man",1951,"Comedy"
"788","Abbott and Costello Meet the Keystone Kops",1955,"Comedy"
"789","Abbott and Costello Meet the Killer, Boris Karloff",1949,"Comedy"
"790","Abbott and Costello Meet the Mummy",1955,"Comedy"
"791","Abbott and Costello in Hollywood",1945,"Comedy"
"792","Abbott and Costello in the Foreign Legion",1950,"Comedy"
"793","Abbronzatissimi",1991,"Comedy"
"794","Abbuzze! Der Badesalz Film",1996,"Comedy"
"795","Abdication, The",1974,"Drama"
"796","Abducted",1994,"Animation"
"797","Abducted",1986,"Drama"
"798","Abducted",1994,"Short"
"799","Abducted II: The Reunion",1994,"Action"
"800","Abduction",1975,"Drama"
"801","Abduction Club, The",2002,"Comedy"
"802","Abduction Club, The",2002,"Drama"
"803","Abduction Club, The",2002,"Romance"
"804","Abduction of Figaro",1984,"Comedy"
"805","Abductors, The",1972,"Action"
"806","Abductors, The",1972,"Drama"
"807","Abdulla the Great",1955,"Comedy"
"808","Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu",1991,"Comedy"
"809","Abe Lincoln in Illinois",1940,"Drama"
"810","Abe's Manhood",2000,"Short"
"811","Abel",1986,"Comedy"
"812","Abel Ferrara: Not Guilty",2003,"Documentary"
"813","Abel Raises Cain",2005,"Documentary"
"814","Abenteuer des Grafen Bobby, Die",1961,"Comedy"
"815","Abenteuer des Prinzen Achmed, Die",1926,"Animation"
"816","Abenteuer des Prinzen Achmed, Die",1926,"Romance"
"817","Abenteuer des Werner Holt, Die",1965,"Drama"
"818","Abenteuer des Werner Holt, Die",1965,"Romance"
"819","Aberdeen",2000,"Drama"
"820","Abfahrer, Die",1978,"Comedy"
"821","Abgefahren",2004,"Action"
"822","Abgefahren",2004,"Comedy"
"823","Abgeschminkt!",1993,"Comedy"
"824","Abgeschminkt!",1993,"Romance"
"825","Abhijaan",1962,"Drama"
"826","Abie's Irish Rose",1946,"Comedy"
"827","Abie's Irish Rose",1946,"Drama"
"828","Abilene",1999,"Drama"
"829","Abjad",2003,"Drama"
"830","Abjad",2003,"Romance"
"831","Ablaze",2001,"Action"
"832","Ablaze",2001,"Drama"
"833","Able Edwards",2004,"Drama"
"834","Able's House Is Green, The",2003,"Drama"
"835","Able's House Is Green, The",2003,"Short"
"836","Abominable Snow Rabbit, The",1961,"Animation"
"837","Abominable Snow Rabbit, The",1961,"Comedy"
"838","Abominable Snow Rabbit, The",1961,"Short"
"839","Abot kamay ang pangarap",1996,"Drama"
"840","Abouna",2002,"Drama"
"841","About Adam",2000,"Comedy"
"842","About Adam",2000,"Romance"
"843","About Face",1952,"Comedy"
"844","About Last Night...",1986,"Comedy"
"845","About Last Night...",1986,"Drama"
"846","About Last Night...",1986,"Romance"
"847","About Mrs. Leslie",1954,"Drama"
"848","About Mrs. Leslie",1954,"Romance"
"849","About Schmidt",2002,"Comedy"
"850","About Schmidt",2002,"Drama"
"851","About a Boy",2002,"Comedy"
"852","About a Boy",2002,"Drama"
"853","About a Girl",2001,"Short"
"854","Above Freezing",1998,"Drama"
"855","Above Suspicion",1943,"Drama"
"856","Above Suspicion",1995,"Drama"
"857","Above Suspicion",2000,"Drama"
"858","Above Us the Waves",1955,"Drama"
"859","Above and Beyond",1952,"Action"
"860","Above and Beyond",1952,"Drama"
"861","Above and Beyond",2001,"Drama"
"862","Above and Beyond",2001,"Romance"
"863","Above the Dust Level",1999,"Comedy"
"864","Above the Dust Level",1999,"Short"
"865","Above the Law",1988,"Action"
"866","Above the Law",1988,"Drama"
"867","Above the Rim",1994,"Drama"
"868","Abrafaxe - Unter schwarzer Flagge, Die",2001,"Animation"
"869","Abraham Lincoln",1930,"Drama"
"870","Abrahams Gold",1990,"Drama"
"871","Abraxas, Guardian of the Universe",1991,"Action"
"872","Abrazo partido, El",2004,"Comedy"
"873","Abre los ojos",1997,"Drama"
"874","Abre los ojos",1997,"Romance"
"875","Abroad with Two Yanks",1944,"Comedy"
"876","Abschied von gestern - (Anita G.)",1966,"Comedy"
"877","Absence of Malice",1981,"Drama"
"878","Absence of Malice",1981,"Romance"
"879","Absent Minded Professor, The",1961,"Comedy"
"880","Absent Without Leave",1992,"Drama"
"881","Absent Without Leave",1992,"Romance"
"882","Absent-Minded Waiter, The",1977,"Comedy"
"883","Absent-Minded Waiter, The",1977,"Short"
"884","Absolon",2003,"Action"
"885","Absolument fabuleux",2001,"Comedy"
"886","Absolut Warhola",2001,"Documentary"
"887","Absolutamente Certo",1957,"Comedy"
"888","Absolute Force",1997,"Action"
"889","Absolute Giganten",1999,"Action"
"890","Absolute Giganten",1999,"Comedy"
"891","Absolute Giganten",1999,"Drama"
"892","Absolute Giganten",1999,"Romance"
"893","Absolute Power",1997,"Drama"
"894","Absolute Quiet",1936,"Drama"
"895","Absolutely Positive",1991,"Documentary"
"896","Absolution",2001,"Short"
"897","Absolution of Anthony, The",1997,"Comedy"
"898","Absolution of Anthony, The",1997,"Drama"
"899","Absolution of Anthony, The",1997,"Short"
"900","Abu el Banat",1973,"Drama"
"901","Abuelitos",1999,"Drama"
"902","Abuelitos",1999,"Short"
"903","Abuelo Cheno y otras historias, El",1994,"Documentary"
"904","Abuelo Cheno y otras historias, El",1994,"Short"
"905","Abuelo Made in Spain",1969,"Comedy"
"906","Abuelo tiene un plan, El",1973,"Comedy"
"907","Abuelo, El",1998,"Drama"
"908","Abus de confiance",1938,"Drama"
"909","Abuse",1983,"Drama"
"910","Abusement Park",1947,"Animation"
"911","Abusement Park",1947,"Comedy"
"912","Abusement Park",1947,"Short"
"913","Abuzer Kadayif",2000,"Comedy"
"914","Abuzer Kadayif",2000,"Drama"
"915","Abwab al Moghlaka, Al",1999,"Drama"
"916","Abxang",2003,"Documentary"
"917","Abyss, The",1989,"Action"
"918","Abyss, The",1989,"Drama"
"919","Acadie, l'Acadie, L'",1971,"Documentary"
"920","Acapulco, prima spiaggia... a sinistra",1983,"Comedy"
"921","Accadde al commissariato",1954,"Comedy"
"922","Accadde al penitenziario",1955,"Drama"
"923","Accattone",1961,"Drama"
"924","Accent on Youth",1935,"Comedy"
"925","Accent on Youth",1935,"Romance"
"926","Accident",1967,"Drama"
"927","Accidental Tourist, The",1988,"Drama"
"928","Accidental Tourist, The",1988,"Romance"
"929","Accidents",2000,"Short"
"930","Accidents Will Happen",1938,"Drama"
"931","Accompagnatrice, L'",1992,"Drama"
"932","According to Spencer",2001,"Comedy"
"933","According to Spencer",2001,"Romance"
"934","Accordion Tribe",2004,"Documentary"
"935","Accountant, The",1999,"Action"
"936","Accountant, The",2001,"Comedy"
"937","Accountant, The",2001,"Short"
"938","Accueil de jour, L'",2000,"Documentary"
"939","Accueil de jour, L'",2000,"Short"
"940","Accueil familial, vieillir comme chez soi, L'",1996,"Documentary"
"941","Accueil familial, vieillir comme chez soi, L'",1996,"Short"
"942","Accused, The",1949,"Drama"
"943","Accused, The",1988,"Drama"
"944","Ace Drummond",1936,"Action"
"945","Ace Eli and Rodger of the Skies",1973,"Drama"
"946","Ace Up My Sleeve",1976,"Comedy"
"947","Ace Up My Sleeve",1976,"Drama"
"948","Ace Ventura: Pet Detective",1994,"Comedy"
"949","Ace Ventura: When Nature Calls",1995,"Comedy"
"950","Ace in the Hole",1951,"Drama"
"951","Ace of Aces",1933,"Drama"
"952","Ace of Hearts, The",1921,"Drama"
"953","Ace of Hearts, The",1921,"Romance"
"954","Aces High",1976,"Action"
"955","Aces High",1976,"Drama"
"956","Aces: Iron Eagle III",1992,"Action"
"957","Ach Egon!",1961,"Comedy"
"958","Ach Shel Driks, Ha-",1994,"Drama"
"959","Ach du lieber Harry",1981,"Comedy"
"960","Ach jodel mir noch einen",1974,"Comedy"
"961","Ache in Every Stake, An",1941,"Comedy"
"962","Ache in Every Stake, An",1941,"Short"
"963","Achilles",1996,"Short"
"964","Achilles' Love",2000,"Comedy"
"965","Achilles' Love",2000,"Romance"
"966","Achtung! Banditi!",1951,"Drama"
"967","Achtung, fertig, Charlie!",2003,"Comedy"
"968","Achtung, fertig, Charlie!",2003,"Romance"
"969","Acid Eaters, The",1968,"Drama"
"970","Acid House, The",1998,"Drama"
"971","Acne",2005,"Comedy"
"972","Acordar",2001,"Short"
"973","Acquaria",2003,"Drama"
"974","Acquasanta Joe",1971,"Action"
"975","Acrobatty Bunny",1946,"Animation"
"976","Acrobatty Bunny",1946,"Comedy"
"977","Acrobatty Bunny",1946,"Short"
"978","Acropol",1995,"Drama"
"979","Across 110th Street",1972,"Drama"
"980","Across This Land with Stompin' Tom Connors",1973,"Documentary"
"981","Across the Atlantic",2003,"Documentary"
"982","Across the Bridge",1957,"Drama"
"983","Across the Line",2000,"Drama"
"984","Across the Moon",1995,"Comedy"
"985","Across the Moon",1995,"Drama"
"986","Across the Moon",1995,"Romance"
"987","Across the Pacific",1942,"Romance"
"988","Across the Sea of Time",1995,"Drama"
"989","Across the Tracks",1991,"Drama"
"990","Across to Singapore",1928,"Drama"
"991","Act One",1963,"Drama"
"992","Act Your Age",1949,"Drama"
"993","Act Your Age",1949,"Short"
"994","Act of Murder, An",1948,"Drama"
"995","Act of Piracy",1988,"Action"
"996","Act of Seeing with One's Own Eyes, The",1971,"Documentary"
"997","Act of Seeing with One's Own Eyes, The",1971,"Short"
"998","Act of Violence",1948,"Drama"
"999","Act of War",1998,"Action"
"1000","Act of the Heart",1970,"Drama"
"1001","Act, The",2005,"Short"
"1002","Acta General de Chile",1986,"Documentary"
"1003","Actas de Marusia",1976,"Drama"
"1004","Acteur, L'",1974,"Animation"
"1005","Acteur, L'",1974,"Short"
"1006","Acteurs, Les",2000,"Comedy"
"1007","Action",1980,"Drama"
"1008","Action Jackson",1988,"Action"
"1009","Action Jackson",1988,"Comedy"
"1010","Action League Now!!: Rock-A-Big-Baby",1997,"Animation"
"1011","Action League Now!!: Rock-A-Big-Baby",1997,"Comedy"
"1012","Action League Now!!: Rock-A-Big-Baby",1997,"Short"
"1013","Action Nitsch-Journiac",1989,"Action"
"1014","Action Nitsch-Journiac",1989,"Short"
"1015","Action On the Beach",1964,"Documentary"
"1016","Action On the Beach",1964,"Short"
"1017","Action U.S.A.",1989,"Action"
"1018","Action de corps exclu",1983,"Action"
"1019","Action de corps exclu",1983,"Short"
"1020","Action for Slander",1937,"Drama"
"1021","Action in Arabia",1944,"Drama"
"1022","Action in the North Atlantic",1943,"Drama"
"1023","Action in the North Atlantic",1943,"Romance"
"1024","Action of the Tiger",1957,"Action"
"1025","Action of the Tiger",1957,"Drama"
"1026","Action: The October Crisis of 1970",1974,"Documentary"
"1027","Active Stealth",1999,"Action"
"1028","Acto de Primavera",1963,"Drama"
"1029","Actor's and Sin",1952,"Comedy"
"1030","Actor's and Sin",1952,"Drama"
"1031","Actors Anonymous: The Truth Behind the Dream",2003,"Documentary"
"1032","Actors, The",2003,"Comedy"
"1033","Actress, The",1953,"Comedy"
"1034","Actress, The",1953,"Drama"
"1035","Acts of Betrayal",1997,"Action"
"1036","Acts of Worship",2001,"Drama"
"1037","Ad Fundum",1993,"Drama"
"1038","Ad and the Ego, The",1997,"Documentary"
"1039","Ad ovest di Paperino",1982,"Comedy"
"1040","Ada",1961,"Drama"
"1041","Ada apa dengan cinta?",2002,"Drama"
"1042","Ada apa dengan cinta?",2002,"Romance"
"1043","Adada",1987,"Drama"
"1044","Adagio",2000,"Animation"
"1045","Adagio",2000,"Drama"
"1046","Adagio",2000,"Short"
"1047","Adam",1991,"Animation"
"1048","Adam",1997,"Animation"
"1049","Adam",1991,"Short"
"1050","Adam",1997,"Short"
"1051","Adam & Eva",1997,"Comedy"
"1052","Adam & Eva",2003,"Comedy"
"1053","Adam & Eva",1997,"Drama"
"1054","Adam & Eva",1997,"Romance"
"1055","Adam & Eva",2003,"Romance"
"1056","Adam & Paul",2004,"Comedy"
"1057","Adam & Paul",2004,"Drama"
"1058","Adam Had Four Sons",1941,"Drama"
"1059","Adam Had Four Sons",1941,"Romance"
"1060","Adam and Evelyne",1949,"Comedy"
"1061","Adam and Evil",1927,"Comedy"
"1062","Adam at 6 A.M.",1970,"Drama"
"1063","Adam barfi",1995,"Comedy"
"1064","Adam barfi",1995,"Drama"
"1065","Adam's Rib",1949,"Comedy"
"1066","Adam's Rib",1949,"Romance"
"1067","Adam's Woman",1970,"Drama"
"1068","Adamah",1947,"Documentary"
"1069","Adamo ed Eva, la prima storia d'amore",1983,"Romance"
"1070","Adamski",1994,"Comedy"
"1071","Adamski",1994,"Romance"
"1072","Adamsson i Sverige",1966,"Comedy"
"1073","Adaptation.",2002,"Comedy"
"1074","Adaptation.",2002,"Drama"
"1075","Addams Family Values",1993,"Comedy"
"1076","Addams Family, The",1991,"Comedy"
"1077","Addicted to Love",1997,"Comedy"
"1078","Addicted to Love",1997,"Romance"
"1079","Addiction, The",1995,"Drama"
"1080","Adding Machine, The",1969,"Comedy"
"1081","Adding Machine, The",1969,"Drama"
"1082","Addio ultimo uomo",1978,"Documentary"
"1083","Addio zio Tom",1971,"Drama"
"1084","Addio, fratello crudele",1971,"Drama"
"1085","Addition, L'",1984,"Drama"
"1086","Address Unknown",1944,"Drama"
"1087","Adebar",1957,"Short"
"1088","Adelbert",1977,"Drama"
"1089","Adeus Princesa",1994,"Drama"
"1090","Adeus, Pai",1996,"Drama"
"1091","Adi Shankaracharya",1983,"Drama"
"1092","Adi Vasfiye",1985,"Drama"
"1093","Adieu Bonaparte",1985,"Drama"
"1094","Adieu Philippine",1962,"Drama"
"1095","Adieu l'ami",1968,"Action"
"1096","Adieu, plancher des vaches!",1999,"Comedy"
"1097","Adieu, plancher des vaches!",1999,"Drama"
"1098","Adieu, poulet",1975,"Drama"
"1099","Adjuster, The",1991,"Drama"
"1100","Admirable Crichton, The",1957,"Comedy"
"1101","Admiral Cigarette",1897,"Documentary"
"1102","Admiral Cigarette",1897,"Short"
"1103","Admiral Dewey Leading Land Parade",1899,"Documentary"
"1104","Admiral Dewey Leading Land Parade",1899,"Short"
"1105","Admiral Ushakov",1953,"Drama"
"1106","Admiral Was a Lady, The",1950,"Comedy"
"1107","Admiral Was a Lady, The",1950,"Romance"
"1108","Admission Free",1932,"Animation"
"1109","Admission Free",1932,"Short"
"1110","Admit One",1999,"Short"
"1111","Adolescente, L'",1979,"Drama"
"1112","Adolescentes, Las",1975,"Drama"
"1113","Adolf Armstarke",1937,"Comedy"
"1114","Adolf Hitler - My Part in His Downfall",1972,"Comedy"
"1115","Adolf Hitler - Wahlpropagandafilm",1938,"Short"
"1116","Adolf i toppform",1952,"Comedy"
"1117","Adolf und Marlene",1977,"Drama"
"1118","Adolphe",2002,"Drama"
"1119","Adorable",1933,"Comedy"
"1120","Adorable",1933,"Romance"
"1121","Adorable menteuse",1962,"Comedy"
"1122","Adorables mentiras",1992,"Comedy"
"1123","Adoration",1996,"Drama"
"1124","Adoration",1996,"Short"
"1125","Adorenarin doraibu",1999,"Comedy"
"1126","Adosados",1996,"Drama"
"1127","Adrenalin: Fear the Rush",1996,"Action"
"1128","Adrenaline",2000,"Action"
"1129","Adrenaline Rush: The Science of Risk",2002,"Documentary"
"1130","Adrenaline Rush: The Science of Risk",2002,"Short"
"1131","Adrian",1998,"Short"
"1132","Adrian und der Wolf",2000,"Short"
"1133","Adua e le compagne",1960,"Comedy"
"1134","Adua e le compagne",1960,"Drama"
"1135","Adulterio all'italiana",1966,"Comedy"
"1136","Advance and Be Mechanized",1967,"Animation"
"1137","Advance and Be Mechanized",1967,"Comedy"
"1138","Advance and Be Mechanized",1967,"Short"
"1139","Advance to the Rear",1964,"Comedy"
"1140","Adventure",1945,"Comedy"
"1141","Adventure",1945,"Drama"
"1142","Adventure",1945,"Romance"
"1143","Adventure Girl",1934,"Drama"
"1144","Adventure in Baltimore",1949,"Comedy"
"1145","Adventure in Diamonds",1940,"Drama"
"1146","Adventure in Manhattan",1936,"Comedy"
"1147","Adventure of Sherlock Holmes' Smarter Brother, The",1975,"Comedy"
"1148","Adventure of the Wrong Santa Claus, The",1914,"Drama"
